Flop,Hand,Weight IP,IP Equity
9s 8h 2d,3s3d,0.138,47.76
9s 8h 2d,3s3h,0.138,47.75
9s 8h 2d,4s4c,0.163,47.64
9s 8h 2d,4s4d,0.163,47.77
9s 8h 2d,4s4h,0.163,47.77
9s 8h 2d,5s5c,0.130,48.95
9s 8h 2d,5s5d,0.130,49.09
9s 8h 2d,5s5h,0.130,49.08
9s 8h 2d,6s6c,0.330,50.95
9s 8h 2d,6s6d,0.330,51.08
9s 8h 2d,6s6h,0.330,51.08
9s 8h 2d,6s5s,0.095,33.07
9s 8h 2d,7s7c,0.345,53.33
9s 8h 2d,7s7d,0.345,53.42
9s 8h 2d,7s7h,0.345,53.09
9s 8h 2d,7s6s,0.165,45.03
9s 8h 2d,8s8c,0.385,92.67
9s 8h 2d,8s8d,0.385,92.72
9s 8h 2d,8s7s,0.180,60.25
9s 8h 2d,TsTc,0.440,59.38
9s 8h 2d,TsTd,0.440,59.54
9s 8h 2d,TsTh,0.440,59.54
9s 8h 2d,JsJc,0.635,60.03
9s 8h 2d,JsJd,0.635,60.18
9s 8h 2d,JsJh,0.635,60.19
9s 8h 2d,JsTs,0.180,46.28
9s 8h 2d,QsQc,0.870,63.94
9s 8h 2d,QsQd,0.870,64.15
9s 8h 2d,QsQh,0.870,64.19
9s 8h 2d,QsTs,0.050,36.82
9s 8h 2d,QsJs,0.155,37.68
9s 8h 2d,KsKc,0.442,72.58
9s 8h 2d,KsKd,0.442,72.88
9s 8h 2d,KsKh,0.442,72.87
9s 8h 2d,KsTs,0.050,31.72
9s 8h 2d,KsJs,0.565,32.47
9s 8h 2d,KsQs,0.825,34.58
9s 8h 2d,AsKc,0.487,50.38
9s 8h 2d,AsAc,0.120,86.84
9s 8h 2d,AsKd,0.487,50.65
9s 8h 2d,AsAd,0.120,87.19
9s 8h 2d,AsKh,0.487,50.64
9s 8h 2d,AsAh,0.120,87.17
9s 8h 2d,As4s,0.180,37.41
9s 8h 2d,As5s,0.515,38.77
9s 8h 2d,As8s,0.090,62.50
9s 8h 2d,AsTs,0.780,43.86
9s 8h 2d,AsJs,0.775,44.77
9s 8h 2d,AsQs,0.930,46.16
9s 8h 2d,AsKs,0.425,53.11
9s 8s 8h,6c5c,0.095,25.63
9s 8s 8h,7c6c,0.165,38.14
9s 8s 8h,8c7c,0.180,89.53
9s 8s 8h,9c8c,0.144,96.78
9s 8s 8h,Tc9c,0.225,54.21
9s 8s 8h,JcTc,0.180,39.60
9s 8s 8h,QcTc,0.050,31.14
9s 8s 8h,QcJc,0.155,31.52
9s 8s 8h,KcTc,0.050,26.16
9s 8s 8h,KcJc,0.565,26.32
9s 8s 8h,KcQc,0.825,27.96
9s 8s 8h,Ac4c,0.180,33.21
9s 8s 8h,Ac5c,0.515,34.22
9s 8s 8h,Ac8c,0.090,87.91
9s 8s 8h,Ac9c,0.104,58.19
9s 8s 8h,AcTc,0.780,39.86
9s 8s 8h,AcJc,0.775,40.33
9s 8s 8h,AcQc,0.930,41.65
9s 8s 8h,AcKc,0.425,47.20
9s 8s 8h,AcKd,0.487,47.18
9s 8s 8h,AcKh,0.487,47.45
9s 8s 8h,AcKs,0.487,50.97
9s 8s 8h,2d2c,0.056,38.58
9s 8s 8h,3d3c,0.138,39.10
9s 8s 8h,4d4c,0.163,39.32
9s 8s 8h,5d5c,0.130,40.75
9s 8s 8h,6d6c,0.330,43.03
9s 8s 8h,6d5d,0.095,25.63
9s 8s 8h,7d7c,0.345,46.06
9s 8s 8h,7d6d,0.165,38.14
9s 8s 8h,8d8c,0.385,99.73
9s 8s 8h,8d7d,0.180,89.53
9s 8s 8h,9d9c,0.420,96.90
9s 8s 8h,9d8d,0.144,96.78
9s 8s 8h,TdTc,0.440,55.44
9s 8s 8h,Td9d,0.225,54.21
9s 8s 8h,JdJc,0.635,56.32
9s 8s 8h,JdTd,0.180,39.60
9s 8s 8h,QdQc,0.870,59.98
9s 8s 8h,QdTd,0.050,31.14
9s 8s 8h,QdJd,0.155,31.52
9s 8s 8h,KdKc,0.442,67.70
9s 8s 8h,KdTd,0.050,26.16
9s 8s 8h,KdJd,0.565,26.32
9s 8s 8h,KdQd,0.825,27.96
9s 8s 8h,AdKc,0.487,47.18
9s 8s 8h,AdAc,0.120,81.89
9s 8s 8h,Ad4d,0.180,33.21
9s 8s 8h,Ad5d,0.515,34.22
9s 8s 8h,Ad8d,0.090,87.91
9s 8s 8h,Ad9d,0.104,58.19
9s 8s 8h,AdTd,0.780,39.86
9s 8s 8h,AdJd,0.775,40.33
9s 8s 8h,AdQd,0.930,41.65
9s 8s 8h,AdKd,0.425,47.20
9s 8s 8h,AdKh,0.487,47.45
9s 8s 8h,AdKs,0.487,50.97
9s 8s 8h,2h2c,0.056,38.60
9s 8s 8h,2h2d,0.056,38.60
9s 8s 8h,3h3c,0.138,39.12
9s 8s 8h,3h3d,0.138,39.12
9s 8s 8h,4h4c,0.163,39.37
9s 8s 8h,4h4d,0.163,39.37
9s 8s 8h,5h5c,0.130,40.81
9s 8s 8h,5h5d,0.130,40.81
9s 8s 8h,6h6c,0.330,43.09
9s 8s 8h,6h6d,0.330,43.09
9s 8s 8h,6h5h,0.095,28.67
9s 8s 8h,7h7c,0.345,45.78
9s 8s 8h,7h7d,0.345,45.78
9s 8s 8h,7h6h,0.165,40.44
9s 8s 8h,9h9c,0.420,96.90
9s 8s 8h,9h9d,0.420,96.90
9s 8s 8h,ThTc,0.440,55.54
9s 8s 8h,ThTd,0.440,55.54
9s 8s 8h,Th9h,0.225,56.02
9s 8s 8h,JhJc,0.635,56.39
9s 8s 8h,JhJd,0.635,56.39
9s 8s 8h,JhTh,0.180,42.09
9s 8s 8h,QhQc,0.870,60.00
9s 8s 8h,QhQd,0.870,60.00
9s 8s 8h,QhTh,0.050,34.11
9s 8s 8h,QhJh,0.155,34.51
9s 8s 8h,KhKc,0.442,67.92
9s 8s 8h,KhKd,0.442,67.92
9s 8s 8h,KhTh,0.050,29.56
9s 8s 8h,KhJh,0.565,29.78
9s 8s 8h,KhQh,0.825,31.39
9s 8s 8h,AhKc,0.487,47.50
9s 8s 8h,AhAc,0.120,82.22
9s 8s 8h,AhKd,0.487,47.50
9s 8s 8h,AhAd,0.120,82.22
9s 8s 8h,Ah4h,0.180,36.50
9s 8s 8h,Ah5h,0.515,37.44
9s 8s 8h,Ah9h,0.104,60.29
9s 8s 8h,AhTh,0.780,42.79
9s 8s 8h,AhJh,0.775,43.29
9s 8s 8h,AhQh,0.930,44.55
9s 8s 8h,AhKh,0.425,50.06
9s 8s 8h,AhKs,0.487,51.29
9s 8s 8h,2s2c,0.056,40.31
9s 8s 8h,2s2d,0.056,40.31
9s 8s 8h,2s2h,0.056,40.32
9s 8s 8h,3s3c,0.138,40.83
9s 8s 8h,3s3d,0.138,40.83
9s 8s 8h,3s3h,0.138,40.85
9s 8s 8h,4s4c,0.163,41.23
9s 8s 8h,4s4d,0.163,41.23
9s 8s 8h,4s4h,0.163,41.27
9s 8s 8h,5s5c,0.130,42.81
9s 8s 8h,5s5d,0.130,42.81
9s 8s 8h,5s5h,0.130,42.88
9s 8s 8h,6s6c,0.330,44.97
9s 8s 8h,6s6d,0.330,44.97
9s 8s 8h,6s6h,0.330,45.02
9s 8s 8h,6s5s,0.095,48.71
9s 8s 8h,7s7c,0.345,47.51
9s 8s 8h,7s7d,0.345,47.51
9s 8s 8h,7s7h,0.345,47.25
9s 8s 8h,7s6s,0.165,57.07
9s 8s 8h,TsTc,0.440,57.62
9s 8s 8h,TsTd,0.440,57.62
9s 8s 8h,TsTh,0.440,57.72
9s 8s 8h,JsJc,0.635,58.27
9s 8s 8h,JsJd,0.635,58.27
9s 8s 8h,JsJh,0.635,58.34
9s 8s 8h,JsTs,0.180,59.34
9s 8s 8h,QsQc,0.870,62.19
9s 8s 8h,QsQd,0.870,62.19
9s 8s 8h,QsQh,0.870,62.21
9s 8s 8h,QsTs,0.050,53.81
9s 8s 8h,QsJs,0.155,54.14
9s 8s 8h,KsKc,0.442,70.72
9s 8s 8h,KsKd,0.442,70.72
9s 8s 8h,KsKh,0.442,70.94
9s 8s 8h,KsTs,0.050,51.47
9s 8s 8h,KsJs,0.565,51.87
9s 8s 8h,KsQs,0.825,53.28
9s 8s 8h,AsKc,0.487,51.72
9s 8s 8h,AsAc,0.120,85.49
9s 8s 8h,AsKd,0.487,51.72
9s 8s 8h,AsAd,0.120,85.49
9s 8s 8h,AsKh,0.487,51.98
9s 8s 8h,AsAh,0.120,85.82
9s 8s 8h,As4s,0.180,57.63
9s 8s 8h,As5s,0.515,58.29
9s 8s 8h,AsTs,0.780,61.91
9s 8s 8h,AsJs,0.775,62.49
9s 8s 8h,AsQs,0.930,63.65
9s 8s 8h,AsKs,0.425,67.71
As 5h 3s,6c5c,0.095,39.39
As 5h 3s,7c6c,0.165,25.12
As 5h 3s,8c7c,0.180,13.91
As 5h 3s,9c8c,0.144,13.64
As 5h 3s,Tc9c,0.225,12.82
As 5h 3s,JcTc,0.180,14.92
As 5h 3s,QcTc,0.050,17.61
As 5h 3s,QcJc,0.155,19.47
As 5h 3s,KcTc,0.050,24.70
As 5h 3s,KcJc,0.565,26.58
As 5h 3s,KcQc,0.825,30.52
As 5h 3s,Ac4c,0.180,71.77
As 5h 3s,Ac5c,0.515,84.20
As 5h 3s,Ac8c,0.090,68.08
As 5h 3s,Ac9c,0.104,68.66
As 5h 3s,AcTc,0.780,69.46
As 5h 3s,AcJc,0.775,70.46
As 5h 3s,AcQc,0.930,71.01
As 5h 3s,AcKc,0.425,76.92
As 5h 3s,AcKd,0.487,77.19
As 5h 3s,AcKh,0.487,77.50
As 5h 3s,AcKs,0.487,80.13
As 5h 3s,2d2c,0.056,39.63
As 5h 3s,3d3c,0.138,86.09
As 5h 3s,4d4c,0.163,41.57
As 5h 3s,5d5c,0.130,86.30
As 5h 3s,6d6c,0.330,34.61
As 5h 3s,6d5d,0.095,39.39
As 5h 3s,7d7c,0.345,34.42
As 5h 3s,7d6d,0.165,25.12
As 5h 3s,8d8c,0.385,34.30
As 5h 3s,8d7d,0.180,13.91
As 5h 3s,9d9c,0.420,34.92
As 5h 3s,9d8d,0.144,13.64
As 5h 3s,TdTc,0.440,35.21
As 5h 3s,Td9d,0.225,12.82
As 5h 3s,JdJc,0.635,36.68
As 5h 3s,JdTd,0.180,14.92
As 5h 3s,QdQc,0.870,40.67
As 5h 3s,QdTd,0.050,17.61
As 5h 3s,QdJd,0.155,19.47
As 5h 3s,KdKc,0.442,53.05
As 5h 3s,KdTd,0.050,24.70
As 5h 3s,KdJd,0.565,26.58
As 5h 3s,KdQd,0.825,30.52
As 5h 3s,AdKc,0.487,77.19
As 5h 3s,AdAc,0.120,92.67
As 5h 3s,Ad4d,0.180,71.77
As 5h 3s,Ad5d,0.515,84.20
As 5h 3s,Ad8d,0.090,68.08
As 5h 3s,Ad9d,0.104,68.66
As 5h 3s,AdTd,0.780,69.46
As 5h 3s,AdJd,0.775,70.46
As 5h 3s,AdQd,0.930,71.01
As 5h 3s,AdKd,0.425,76.92
As 5h 3s,AdKh,0.487,77.50
As 5h 3s,AdKs,0.487,80.13
As 5h 3s,2h2c,0.056,39.72
As 5h 3s,2h2d,0.056,39.72
As 5h 3s,3h3c,0.138,86.12
As 5h 3s,3h3d,0.138,86.12
As 5h 3s,4h4c,0.163,41.51
As 5h 3s,4h4d,0.163,41.51
As 5h 3s,6h6c,0.330,35.26
As 5h 3s,6h6d,0.330,35.26
As 5h 3s,7h7c,0.345,34.58
As 5h 3s,7h7d,0.345,34.58
As 5h 3s,7h6h,0.165,28.12
As 5h 3s,8h8c,0.385,34.45
As 5h 3s,8h8d,0.385,34.45
As 5h 3s,8h7h,0.180,17.43
As 5h 3s,9h9c,0.420,35.07
As 5h 3s,9h9d,0.420,35.07
As 5h 3s,9h8h,0.144,17.22
As 5h 3s,ThTc,0.440,35.41
As 5h 3s,ThTd,0.440,35.41
As 5h 3s,Th9h,0.225,16.49
As 5h 3s,JhJc,0.635,36.86
As 5h 3s,JhJd,0.635,36.86
As 5h 3s,JhTh,0.180,18.51
As 5h 3s,QhQc,0.870,40.88
As 5h 3s,QhQd,0.870,40.88
As 5h 3s,QhTh,0.050,21.16
As 5h 3s,QhJh,0.155,22.92
As 5h 3s,KhKc,0.442,53.36
As 5h 3s,KhKd,0.442,53.36
As 5h 3s,KhTh,0.050,28.07
As 5h 3s,KhJh,0.565,29.88
As 5h 3s,KhQh,0.825,33.68
As 5h 3s,AhKc,0.487,77.41
As 5h 3s,AhAc,0.120,92.92
As 5h 3s,AhKd,0.487,77.41
As 5h 3s,AhAd,0.120,92.92
As 5h 3s,Ah4h,0.180,73.28
As 5h 3s,Ah8h,0.090,69.82
As 5h 3s,Ah9h,0.104,70.37
As 5h 3s,AhTh,0.780,71.14
As 5h 3s,AhJh,0.775,72.10
As 5h 3s,AhQh,0.930,72.65
As 5h 3s,AhKh,0.425,78.35
As 5h 3s,AhKs,0.487,80.35
As 5h 3s,2s2c,0.056,41.87
As 5h 3s,2s2d,0.056,41.87
As 5h 3s,2s2h,0.056,41.95
As 5h 3s,4s4c,0.163,44.00
As 5h 3s,4s4d,0.163,44.00
As 5h 3s,4s4h,0.163,43.95
As 5h 3s,5s5c,0.130,87.28
As 5h 3s,5s5d,0.130,87.28
As 5h 3s,6s6c,0.330,37.89
As 5h 3s,6s6d,0.330,37.89
As 5h 3s,6s6h,0.330,38.52
As 5h 3s,6s5s,0.095,60.99
As 5h 3s,7s7c,0.345,37.68
As 5h 3s,7s7d,0.345,37.68
As 5h 3s,7s7h,0.345,37.84
As 5h 3s,7s6s,0.165,49.55
As 5h 3s,8s8c,0.385,37.57
As 5h 3s,8s8d,0.385,37.57
As 5h 3s,8s8h,0.385,37.72
As 5h 3s,8s7s,0.180,42.76
As 5h 3s,9s9c,0.420,38.12
As 5h 3s,9s9d,0.420,38.12
As 5h 3s,9s9h,0.420,38.27
As 5h 3s,9s8s,0.144,42.97
As 5h 3s,TsTc,0.440,38.83
As 5h 3s,TsTd,0.440,38.83
As 5h 3s,TsTh,0.440,39.03
As 5h 3s,Ts9s,0.225,43.01
As 5h 3s,JsJc,0.635,40.01
As 5h 3s,JsJd,0.635,40.01
As 5h 3s,JsJh,0.635,40.19
As 5h 3s,JsTs,0.180,44.65
As 5h 3s,QsQc,0.870,44.12
As 5h 3s,QsQd,0.870,44.12
As 5h 3s,QsQh,0.870,44.33
As 5h 3s,QsTs,0.050,46.91
As 5h 3s,QsJs,0.155,47.92
As 5h 3s,KsKc,0.442,56.59
As 5h 3s,KsKd,0.442,56.59
As 5h 3s,KsKh,0.442,56.90
As 5h 3s,KsTs,0.050,52.77
As 5h 3s,KsJs,0.565,53.98
As 5h 3s,KsQs,0.825,56.53
As 5h 4d,6c5c,0.095,41.99
As 5h 4d,7c6c,0.165,38.19
As 5h 4d,8c7c,0.180,26.64
As 5h 4d,9c8c,0.144,13.82
As 5h 4d,Tc9c,0.225,12.96
As 5h 4d,JcTc,0.180,15.22
As 5h 4d,QcTc,0.050,18.18
As 5h 4d,QcJc,0.155,20.25
As 5h 4d,KcTc,0.050,25.31
As 5h 4d,KcJc,0.565,27.35
As 5h 4d,KcQc,0.825,31.53
As 5h 4d,Ac4c,0.180,83.05
As 5h 4d,Ac5c,0.515,86.39
As 5h 4d,Ac8c,0.090,70.84
As 5h 4d,Ac9c,0.104,70.56
As 5h 4d,AcTc,0.780,71.45
As 5h 4d,AcJc,0.775,72.44
As 5h 4d,AcQc,0.930,73.00
As 5h 4d,AcKc,0.425,79.14
As 5h 4d,AcKd,0.487,79.80
As 5h 4d,AcKh,0.487,79.76
As 5h 4d,AcKs,0.487,79.37
As 5h 4d,2d2c,0.056,40.65
As 5h 4d,3d3c,0.138,41.76
As 5h 4d,5d5c,0.130,88.16
As 5h 4d,6d6c,0.330,37.23
As 5h 4d,6d5d,0.095,44.73
As 5h 4d,7d7c,0.345,36.95
As 5h 4d,7d6d,0.165,40.59
As 5h 4d,8d8c,0.385,36.89
As 5h 4d,8d7d,0.180,29.58
As 5h 4d,9d9c,0.420,35.97
As 5h 4d,9d8d,0.144,17.38
As 5h 4d,TdTc,0.440,36.48
As 5h 4d,Td9d,0.225,16.63
As 5h 4d,JdJc,0.635,38.01
As 5h 4d,JdTd,0.180,18.81
As 5h 4d,QdQc,0.870,42.32
As 5h 4d,QdTd,0.050,21.73
As 5h 4d,QdJd,0.155,23.70
As 5h 4d,KdKc,0.442,55.43
As 5h 4d,KdTd,0.050,28.65
As 5h 4d,KdJd,0.565,30.61
As 5h 4d,KdQd,0.825,34.63
As 5h 4d,AdKc,0.487,79.61
As 5h 4d,AdAc,0.120,95.25
As 5h 4d,Ad5d,0.515,87.47
As 5h 4d,Ad8d,0.090,72.57
As 5h 4d,Ad9d,0.104,72.33
As 5h 4d,AdTd,0.780,73.17
As 5h 4d,AdJd,0.775,74.12
As 5h 4d,AdQd,0.930,74.69
As 5h 4d,AdKd,0.425,80.65
As 5h 4d,AdKh,0.487,79.92
As 5h 4d,AdKs,0.487,79.54
As 5h 4d,2h2c,0.056,40.65
As 5h 4d,2h2d,0.056,40.74
As 5h 4d,3h3c,0.138,41.75
As 5h 4d,3h3d,0.138,41.84
As 5h 4d,4h4c,0.163,87.76
As 5h 4d,6h6c,0.330,37.68
As 5h 4d,6h6d,0.330,37.84
As 5h 4d,7h7c,0.345,36.95
As 5h 4d,7h7d,0.345,37.10
As 5h 4d,7h6h,0.165,40.62
As 5h 4d,8h8c,0.385,36.89
As 5h 4d,8h8d,0.385,37.04
As 5h 4d,8h7h,0.180,29.58
As 5h 4d,9h9c,0.420,35.96
As 5h 4d,9h9d,0.420,36.12
As 5h 4d,9h8h,0.144,17.39
As 5h 4d,ThTc,0.440,36.47
As 5h 4d,ThTd,0.440,36.68
As 5h 4d,Th9h,0.225,16.63
As 5h 4d,JhJc,0.635,38.00
As 5h 4d,JhJd,0.635,38.19
As 5h 4d,JhTh,0.180,18.81
As 5h 4d,QhQc,0.870,42.31
As 5h 4d,QhQd,0.870,42.53
As 5h 4d,QhTh,0.050,21.73
As 5h 4d,QhJh,0.155,23.70
As 5h 4d,KhKc,0.442,55.28
As 5h 4d,KhKd,0.442,55.74
As 5h 4d,KhTh,0.050,28.71
As 5h 4d,KhJh,0.565,30.67
As 5h 4d,KhQh,0.825,34.71
As 5h 4d,AhKc,0.487,79.67
As 5h 4d,AhAc,0.120,95.24
As 5h 4d,AhKd,0.487,80.02
As 5h 4d,AhAd,0.120,95.49
As 5h 4d,Ah4h,0.180,84.10
As 5h 4d,Ah8h,0.090,72.60
As 5h 4d,Ah9h,0.104,72.36
As 5h 4d,AhTh,0.780,73.20
As 5h 4d,AhJh,0.775,74.15
As 5h 4d,AhQh,0.930,74.73
As 5h 4d,AhKh,0.425,80.65
As 5h 4d,AhKs,0.487,79.59
As 5h 4d,2s2c,0.056,40.47
As 5h 4d,2s2d,0.056,40.56
As 5h 4d,2s2h,0.056,40.55
As 5h 4d,3s3c,0.138,41.60
As 5h 4d,3s3d,0.138,41.70
As 5h 4d,3s3h,0.138,41.69
As 5h 4d,4s4c,0.163,87.76
As 5h 4d,4s4h,0.163,87.81
As 5h 4d,5s5c,0.130,88.10
As 5h 4d,5s5d,0.130,88.22
As 5h 4d,6s6c,0.330,37.19
As 5h 4d,6s6d,0.330,37.35
As 5h 4d,6s6h,0.330,37.81
As 5h 4d,6s5s,0.095,44.94
As 5h 4d,7s7c,0.345,36.90
As 5h 4d,7s7d,0.345,37.06
As 5h 4d,7s7h,0.345,37.05
As 5h 4d,7s6s,0.165,40.72
As 5h 4d,8s8c,0.385,36.88
As 5h 4d,8s8d,0.385,37.03
As 5h 4d,8s8h,0.385,37.02
As 5h 4d,8s7s,0.180,29.77
As 5h 4d,9s9c,0.420,35.90
As 5h 4d,9s9d,0.420,36.06
As 5h 4d,9s9h,0.420,36.06
As 5h 4d,9s8s,0.144,17.63
As 5h 4d,TsTc,0.440,36.42
As 5h 4d,TsTd,0.440,36.63
As 5h 4d,TsTh,0.440,36.63
As 5h 4d,Ts9s,0.225,16.87
As 5h 4d,JsJc,0.635,37.82
As 5h 4d,JsJd,0.635,38.00
As 5h 4d,JsJh,0.635,38.00
As 5h 4d,JsTs,0.180,19.00
As 5h 4d,QsQc,0.870,41.88
As 5h 4d,QsQd,0.870,42.10
As 5h 4d,QsQh,0.870,42.10
As 5h 4d,QsTs,0.050,21.81
As 5h 4d,QsJs,0.155,23.68
As 5h 4d,KsKc,0.442,54.67
As 5h 4d,KsKd,0.442,55.13
As 5h 4d,KsKh,0.442,54.99
As 5h 4d,KsTs,0.050,28.75
As 5h 4d,KsJs,0.565,30.59
As 5h 4d,KsQs,0.825,34.37
As 6h 3h,6c5c,0.095,39.30
As 6h 3h,7c6c,0.165,39.09
As 6h 3h,8c7c,0.180,14.18
As 6h 3h,9c8c,0.144,13.94
As 6h 3h,Tc9c,0.225,13.22
As 6h 3h,JcTc,0.180,13.89
As 6h 3h,QcTc,0.050,16.39
As 6h 3h,QcJc,0.155,18.24
As 6h 3h,KcTc,0.050,23.88
As 6h 3h,KcJc,0.565,25.76
As 6h 3h,KcQc,0.825,29.79
As 6h 3h,Ac4c,0.180,69.14
As 6h 3h,Ac5c,0.515,69.69
As 6h 3h,Ac8c,0.090,70.16
As 6h 3h,Ac9c,0.104,70.73
As 6h 3h,AcTc,0.780,71.56
As 6h 3h,AcJc,0.775,72.45
As 6h 3h,AcQc,0.930,72.96
As 6h 3h,AcKc,0.425,78.48
As 6h 3h,AcKd,0.487,78.77
As 6h 3h,AcKh,0.487,82.00
As 6h 3h,AcKs,0.487,78.71
As 6h 3h,2d2c,0.056,30.16
As 6h 3h,3d3c,0.138,86.62
As 6h 3h,4d4c,0.163,31.31
As 6h 3h,5d5c,0.130,32.42
As 6h 3h,6d6c,0.330,86.55
As 6h 3h,6d5d,0.095,39.30
As 6h 3h,7d7c,0.345,34.67
As 6h 3h,7d6d,0.165,39.09
As 6h 3h,8d8c,0.385,34.36
As 6h 3h,8d7d,0.180,14.18
As 6h 3h,9d9c,0.420,34.97
As 6h 3h,9d8d,0.144,13.94
As 6h 3h,TdTc,0.440,35.29
As 6h 3h,Td9d,0.225,13.22
As 6h 3h,JdJc,0.635,36.70
As 6h 3h,JdTd,0.180,13.89
As 6h 3h,QdQc,0.870,40.76
As 6h 3h,QdTd,0.050,16.39
As 6h 3h,QdJd,0.155,18.24
As 6h 3h,KdKc,0.442,53.18
As 6h 3h,KdTd,0.050,23.88
As 6h 3h,KdJd,0.565,25.76
As 6h 3h,KdQd,0.825,29.79
As 6h 3h,AdKc,0.487,78.77
As 6h 3h,AdAc,0.120,92.45
As 6h 3h,Ad4d,0.180,69.14
As 6h 3h,Ad5d,0.515,69.69
As 6h 3h,Ad8d,0.090,70.16
As 6h 3h,Ad9d,0.104,70.73
As 6h 3h,AdTd,0.780,71.56
As 6h 3h,AdJd,0.775,72.45
As 6h 3h,AdQd,0.930,72.96
As 6h 3h,AdKd,0.425,78.48
As 6h 3h,AdKh,0.487,82.00
As 6h 3h,AdKs,0.487,78.71
As 6h 3h,2h2c,0.056,32.70
As 6h 3h,2h2d,0.056,32.70
As 6h 3h,4h4c,0.163,34.13
As 6h 3h,4h4d,0.163,34.13
As 6h 3h,5h5c,0.130,34.86
As 6h 3h,5h5d,0.130,34.86
As 6h 3h,7h7c,0.345,37.72
As 6h 3h,7h7d,0.345,37.72
As 6h 3h,8h8c,0.385,37.14
As 6h 3h,8h8d,0.385,37.14
As 6h 3h,8h7h,0.180,41.07
As 6h 3h,9h9c,0.420,37.73
As 6h 3h,9h9d,0.420,37.73
As 6h 3h,9h8h,0.144,41.27
As 6h 3h,ThTc,0.440,38.44
As 6h 3h,ThTd,0.440,38.44
As 6h 3h,Th9h,0.225,41.34
As 6h 3h,JhJc,0.635,39.69
As 6h 3h,JhJd,0.635,39.69
As 6h 3h,JhTh,0.180,42.19
As 6h 3h,QhQc,0.870,44.10
As 6h 3h,QhQd,0.870,44.10
As 6h 3h,QhTh,0.050,44.42
As 6h 3h,QhJh,0.155,45.54
As 6h 3h,KhKc,0.442,56.66
As 6h 3h,KhKd,0.442,56.66
As 6h 3h,KhTh,0.050,50.69
As 6h 3h,KhJh,0.565,52.02
As 6h 3h,KhQh,0.825,54.87
As 6h 3h,AhKc,0.487,82.48
As 6h 3h,AhAc,0.120,95.69
As 6h 3h,AhKd,0.487,82.48
As 6h 3h,AhAd,0.120,95.69
As 6h 3h,Ah4h,0.180,82.79
As 6h 3h,Ah5h,0.515,83.27
As 6h 3h,Ah8h,0.090,83.63
As 6h 3h,Ah9h,0.104,84.00
As 6h 3h,AhTh,0.780,84.57
As 6h 3h,AhJh,0.775,85.23
As 6h 3h,AhQh,0.930,85.77
As 6h 3h,AhKh,0.425,89.63
As 6h 3h,AhKs,0.487,82.41
As 6h 3h,2s2c,0.056,30.08
As 6h 3h,2s2d,0.056,30.08
As 6h 3h,2s2h,0.056,32.64
As 6h 3h,3s3c,0.138,86.65
As 6h 3h,3s3d,0.138,86.65
As 6h 3h,4s4c,0.163,31.36
As 6h 3h,4s4d,0.163,31.36
As 6h 3h,4s4h,0.163,34.17
As 6h 3h,5s5c,0.130,32.48
As 6h 3h,5s5d,0.130,32.48
As 6h 3h,5s5h,0.130,34.92
As 6h 3h,6s6c,0.330,86.62
As 6h 3h,6s6d,0.330,86.62
As 6h 3h,6s5s,0.095,42.33
As 6h 3h,7s7c,0.345,34.79
As 6h 3h,7s7d,0.345,34.79
As 6h 3h,7s7h,0.345,37.83
As 6h 3h,7s6s,0.165,42.19
As 6h 3h,8s8c,0.385,34.50
As 6h 3h,8s8d,0.385,34.50
As 6h 3h,8s8h,0.385,37.28
As 6h 3h,8s7s,0.180,17.91
As 6h 3h,9s9c,0.420,35.06
As 6h 3h,9s9d,0.420,35.06
As 6h 3h,9s9h,0.420,37.82
As 6h 3h,9s8s,0.144,17.76
As 6h 3h,TsTc,0.440,35.44
As 6h 3h,TsTd,0.440,35.44
As 6h 3h,TsTh,0.440,38.59
As 6h 3h,Ts9s,0.225,17.12
As 6h 3h,JsJc,0.635,36.70
