Flop,Hand,Weight OOP,OOP Equity,BET 359.2% freq,BET 100% freq,BET 75.1% freq,BET 49.8% freq,BET 35.1% freq,BET 20% freq,CHECK freq
9s 7h 4d,Ac7c,0.030,53.91,0.00,0.00,0.00,77.27,0.00,0.00,22.73
9s 7h 4d,Ac8c,0.060,27.51,0.00,0.00,7.15,0.00,0.00,0.00,92.85
9s 7h 4d,Ac9c,0.075,58.99,0.00,0.00,29.76,43.11,0.00,0.00,27.13
9s 7h 4d,AcTc,0.175,29.06,0.00,0.00,0.88,0.00,0.00,0.00,99.12
9s 7h 4d,AcJc,0.255,32.04,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AcQc,0.525,36.10,0.00,0.00,10.87,11.06,0.00,0.00,78.07
9s 7h 4d,AcKc,1.000,42.93,0.00,0.00,23.54,6.04,0.00,0.00,70.42
9s 7h 4d,Ac5d,0.135,25.49,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ac8d,0.090,27.57,0.00,0.00,0.23,0.00,0.00,0.00,99.77
9s 7h 4d,Ac9d,0.020,59.14,0.00,0.00,33.69,34.09,0.00,0.00,32.22
9s 7h 4d,AcTd,0.140,28.86,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AcJd,0.005,31.94,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AcKd,0.575,43.19,0.00,0.00,19.29,14.03,0.00,0.00,66.69
9s 7h 4d,Ac4h,0.045,47.67,0.00,0.00,0.48,17.04,0.00,0.00,82.48
9s 7h 4d,Ac5h,0.135,25.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ac8h,0.090,27.52,0.00,0.00,0.69,0.00,0.00,0.00,99.31
9s 7h 4d,Ac9h,0.020,59.14,0.00,0.00,33.75,33.83,0.00,0.00,32.42
9s 7h 4d,AcTh,0.140,28.86,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AcJh,0.005,31.94,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AcKh,0.575,43.18,0.00,0.00,19.12,12.85,0.00,0.00,68.04
9s 7h 4d,Ac4s,0.045,47.67,0.00,0.00,0.00,13.00,0.00,0.00,87.00
9s 7h 4d,Ac5s,0.135,25.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ac8s,0.090,27.53,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AcTs,0.140,28.78,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AcJs,0.005,31.94,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AcKs,0.575,43.18,0.00,0.00,18.27,12.69,0.00,0.00,69.04
9s 7h 4d,6d5d,0.525,41.92,0.00,0.00,38.91,17.73,0.00,0.00,43.36
9s 7h 4d,7d6d,0.420,55.78,0.00,0.00,18.73,16.11,0.00,0.00,65.17
9s 7h 4d,8d7d,0.450,57.34,0.00,0.00,17.04,19.14,0.00,0.00,63.82
9s 7h 4d,9d8d,0.225,60.04,0.00,0.00,31.32,15.63,0.00,0.00,53.05
9s 7h 4d,TdTc,0.035,57.23,0.00,0.00,0.00,23.30,0.00,0.00,76.70
9s 7h 4d,Td9d,0.380,61.53,0.00,0.00,20.61,15.00,0.00,0.00,64.38
9s 7h 4d,JdJc,0.130,62.82,0.00,0.00,32.32,32.26,0.00,0.00,35.42
9s 7h 4d,Jd8d,0.020,32.58,0.00,0.00,5.68,53.08,0.00,0.00,41.25
9s 7h 4d,Jd9d,0.050,61.73,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,JdTd,0.345,33.47,0.00,0.00,31.87,26.94,0.00,0.00,41.19
9s 7h 4d,QdQc,0.655,71.65,0.00,0.00,52.40,19.35,0.00,0.00,28.24
9s 7h 4d,Qd6d,0.075,22.67,0.00,0.00,41.50,9.60,0.00,0.00,48.90
9s 7h 4d,Qd8d,0.120,23.18,0.00,0.00,63.97,7.70,0.00,0.00,28.33
9s 7h 4d,Qd9d,0.125,61.65,0.00,0.00,14.31,19.40,0.00,0.00,66.29
9s 7h 4d,QdTd,0.345,23.50,0.00,0.00,47.85,19.65,0.00,0.00,32.50
9s 7h 4d,QdJd,0.650,23.30,0.00,0.00,46.57,18.75,0.00,0.00,34.68
9s 7h 4d,KdJc,0.170,21.19,0.00,0.00,3.72,0.26,0.00,0.00,96.02
9s 7h 4d,KdQc,0.240,24.20,0.00,0.00,25.89,11.87,0.00,0.00,62.24
9s 7h 4d,KdKc,1.000,79.60,0.00,0.00,44.42,18.66,0.00,0.00,36.92
9s 7h 4d,Kd3d,0.100,20.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Kd5d,0.120,21.85,0.00,0.00,67.96,0.00,0.00,0.00,32.04
9s 7h 4d,Kd6d,0.065,23.52,0.00,0.00,54.26,9.75,0.00,0.00,35.99
9s 7h 4d,Kd7d,0.140,56.74,0.00,0.00,0.56,25.11,0.00,0.00,74.33
9s 7h 4d,Kd9d,0.010,61.36,0.00,0.00,58.81,21.99,0.00,0.00,19.21
9s 7h 4d,KdTd,0.400,24.32,0.00,0.00,53.38,16.02,0.00,0.00,30.60
9s 7h 4d,KdJd,0.100,25.23,0.00,0.00,78.99,20.79,0.00,0.00,0.22
9s 7h 4d,KdQd,0.170,28.29,0.00,0.00,68.06,18.39,0.00,0.00,13.56
9s 7h 4d,KdJh,0.170,21.34,0.00,0.00,0.00,0.75,0.00,0.00,99.25
9s 7h 4d,KdQh,0.240,24.36,0.00,0.00,33.71,18.31,0.00,0.00,47.98
9s 7h 4d,KdJs,0.170,21.34,0.00,0.00,0.00,0.21,0.00,0.00,99.79
9s 7h 4d,KdQs,0.240,24.36,0.00,0.00,32.85,18.96,0.00,0.00,48.20
9s 7h 4d,Ad4c,0.045,47.94,0.00,0.00,21.33,22.08,0.00,0.00,56.59
9s 7h 4d,Ad5c,0.135,25.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ad8c,0.090,27.60,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ad9c,0.020,59.50,0.00,0.00,14.44,41.99,0.00,0.00,43.56
9s 7h 4d,AdTc,0.140,28.86,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AdJc,0.005,31.93,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AdKc,0.575,43.20,0.00,0.00,21.19,15.72,0.00,0.00,63.09
9s 7h 4d,AdAc,1.000,85.00,0.00,0.00,41.81,23.56,0.00,0.00,34.63
9s 7h 4d,Ad2d,0.320,26.42,0.00,0.00,0.08,0.00,0.00,0.00,99.92
9s 7h 4d,Ad3d,0.245,27.70,0.00,0.00,41.77,0.10,0.00,0.00,58.13
9s 7h 4d,Ad5d,0.190,29.26,0.00,0.00,67.70,18.33,0.00,0.00,13.98
9s 7h 4d,Ad7d,0.030,56.83,0.00,0.00,0.00,26.89,0.00,0.00,73.11
9s 7h 4d,Ad8d,0.060,31.09,0.00,0.00,92.60,7.40,0.00,0.00,0.00
9s 7h 4d,Ad9d,0.075,61.67,0.00,0.00,19.41,42.73,0.00,0.00,37.87
9s 7h 4d,AdTd,0.175,32.63,0.00,0.00,46.09,21.87,0.00,0.00,32.04
9s 7h 4d,AdJd,0.255,35.58,0.00,0.00,20.26,25.16,0.00,0.00,54.58
9s 7h 4d,AdQd,0.525,39.57,0.00,0.00,26.21,15.82,0.00,0.00,57.97
9s 7h 4d,AdKd,1.000,46.14,0.00,0.00,15.63,16.65,0.00,0.00,67.72
9s 7h 4d,Ad4h,0.045,48.04,0.00,0.00,1.14,14.14,0.00,0.00,84.72
9s 7h 4d,Ad5h,0.135,25.62,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ad8h,0.090,27.65,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ad9h,0.020,59.63,0.00,0.00,0.00,22.51,0.00,0.00,77.49
9s 7h 4d,AdTh,0.140,29.01,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AdJh,0.005,32.13,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AdKh,0.575,43.44,0.00,0.00,32.64,18.24,0.00,0.00,49.13
9s 7h 4d,Ad4s,0.045,48.04,0.00,0.00,0.00,8.78,0.00,0.00,91.22
9s 7h 4d,Ad5s,0.135,25.62,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ad8s,0.090,27.66,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AdTs,0.140,28.94,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AdJs,0.005,32.13,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AdKs,0.575,43.44,0.00,0.00,32.08,17.85,0.00,0.00,50.07
9s 7h 4d,5h4h,0.300,50.45,0.00,0.00,15.48,14.61,0.00,0.00,69.91
9s 7h 4d,6h5h,0.525,41.90,0.00,0.00,38.02,18.15,0.00,0.00,43.83
9s 7h 4d,9h8h,0.225,60.14,0.00,0.00,27.19,17.35,0.00,0.00,55.46
9s 7h 4d,ThTc,0.035,57.23,0.00,0.00,0.00,17.66,0.00,0.00,82.34
9s 7h 4d,ThTd,0.035,57.40,0.00,0.00,18.85,20.48,0.00,0.00,60.67
9s 7h 4d,Th9h,0.380,61.52,0.00,0.00,19.02,15.68,0.00,0.00,65.30
9s 7h 4d,JhJc,0.130,62.81,0.00,0.00,32.62,32.53,0.00,0.00,34.84
9s 7h 4d,JhJd,0.130,63.03,0.00,0.00,16.61,11.65,0.00,0.00,71.74
9s 7h 4d,Jh8h,0.020,32.59,0.00,0.00,7.15,63.58,0.00,0.00,29.28
9s 7h 4d,Jh9h,0.050,61.71,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,JhTh,0.345,33.48,0.00,0.00,31.95,27.01,0.00,0.00,41.05
9s 7h 4d,QhQc,0.655,71.65,0.00,0.00,51.88,19.34,0.00,0.00,28.78
9s 7h 4d,QhQd,0.655,71.90,0.00,0.00,38.30,16.56,0.00,0.00,45.14
9s 7h 4d,Qh6h,0.075,22.65,0.00,0.00,39.91,8.05,0.00,0.00,52.04
9s 7h 4d,Qh8h,0.120,23.16,0.00,0.00,61.89,6.07,0.00,0.00,32.04
9s 7h 4d,Qh9h,0.125,61.62,0.00,0.00,13.93,20.85,0.00,0.00,65.22
9s 7h 4d,QhTh,0.345,23.50,0.00,0.00,48.66,19.76,0.00,0.00,31.57
9s 7h 4d,QhJh,0.650,23.29,0.00,0.00,46.65,18.64,0.00,0.00,34.71
9s 7h 4d,KhJc,0.170,21.18,0.00,0.00,4.24,0.28,0.00,0.00,95.48
9s 7h 4d,KhQc,0.240,24.20,0.00,0.00,25.01,12.21,0.00,0.00,62.77
9s 7h 4d,KhKc,1.000,79.60,0.00,0.00,44.60,18.46,0.00,0.00,36.94
9s 7h 4d,KhJd,0.170,21.34,0.00,0.00,0.00,1.04,0.00,0.00,98.96
9s 7h 4d,KhQd,0.240,24.36,0.00,0.00,33.94,17.71,0.00,0.00,48.35
9s 7h 4d,KhKd,1.000,79.85,0.00,0.00,49.92,17.36,0.00,0.00,32.72
9s 7h 4d,Kh3h,0.100,20.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Kh4h,0.310,50.32,0.00,0.00,13.75,15.16,0.00,0.00,71.09
9s 7h 4d,Kh5h,0.120,21.85,0.00,0.00,69.04,0.00,0.00,0.00,30.96
9s 7h 4d,Kh6h,0.065,23.50,0.00,0.00,48.38,8.26,0.00,0.00,43.37
9s 7h 4d,Kh9h,0.010,61.34,0.00,0.00,47.13,44.09,0.00,0.00,8.78
9s 7h 4d,KhTh,0.400,24.32,0.00,0.00,54.60,15.95,0.00,0.00,29.44
9s 7h 4d,KhJh,0.100,25.22,0.00,0.00,78.52,21.11,0.00,0.00,0.37
9s 7h 4d,KhQh,0.170,28.28,0.00,0.00,68.67,18.50,0.00,0.00,12.83
9s 7h 4d,KhJs,0.170,21.34,0.00,0.00,0.00,0.20,0.00,0.00,99.80
9s 7h 4d,KhQs,0.240,24.35,0.00,0.00,32.02,18.00,0.00,0.00,49.98
9s 7h 4d,Ah4c,0.045,47.93,0.00,0.00,29.48,28.42,0.00,0.00,42.10
9s 7h 4d,Ah5c,0.135,25.52,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ah8c,0.090,27.63,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ah9c,0.020,59.39,0.00,0.00,0.00,47.18,0.00,0.00,52.82
9s 7h 4d,AhTc,0.140,28.90,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AhJc,0.005,31.99,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AhKc,0.575,43.31,0.00,0.00,21.37,15.28,0.00,0.00,63.35
9s 7h 4d,AhAc,1.000,84.99,0.00,0.00,42.01,23.22,0.00,0.00,34.77
9s 7h 4d,Ah5d,0.135,25.64,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ah8d,0.090,27.73,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ah9d,0.020,59.52,0.00,0.00,0.00,12.30,0.00,0.00,87.70
9s 7h 4d,AhTd,0.140,29.06,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AhJd,0.005,32.20,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AhKd,0.575,43.56,0.00,0.00,33.57,17.85,0.00,0.00,48.58
9s 7h 4d,AhAd,1.000,85.43,0.00,0.00,44.28,18.20,0.00,0.00,37.52
9s 7h 4d,Ah2h,0.320,26.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ah3h,0.245,27.78,0.00,0.00,40.68,0.00,0.00,0.00,59.32
9s 7h 4d,Ah4h,0.165,50.65,0.00,0.00,0.00,13.89,0.00,0.00,86.11
9s 7h 4d,Ah5h,0.190,29.30,0.00,0.00,72.23,16.05,0.00,0.00,11.72
9s 7h 4d,Ah8h,0.060,31.09,0.00,0.00,83.91,11.27,0.00,0.00,4.82
9s 7h 4d,Ah9h,0.075,61.55,0.00,0.00,20.02,44.89,0.00,0.00,35.10
9s 7h 4d,AhTh,0.175,32.69,0.00,0.00,46.51,22.77,0.00,0.00,30.72
9s 7h 4d,AhJh,0.255,35.65,0.00,0.00,19.05,24.40,0.00,0.00,56.55
9s 7h 4d,AhQh,0.525,39.66,0.00,0.00,26.73,15.13,0.00,0.00,58.13
9s 7h 4d,AhKh,1.000,46.27,0.00,0.00,16.71,17.08,0.00,0.00,66.21
9s 7h 4d,Ah4s,0.045,48.03,0.00,0.00,8.73,22.94,0.00,0.00,68.33
9s 7h 4d,Ah5s,0.135,25.64,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ah8s,0.090,27.69,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AhTs,0.140,28.98,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AhJs,0.005,32.19,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AhKs,0.575,43.56,0.00,0.00,32.50,17.61,0.00,0.00,49.89
9s 7h 4d,5s4s,0.300,50.44,0.00,0.00,21.29,14.86,0.00,0.00,63.85
9s 7h 4d,6s5s,0.525,41.91,0.00,0.00,40.55,18.17,0.00,0.00,41.28
9s 7h 4d,7s6s,0.420,55.82,0.00,0.00,20.58,18.01,0.00,0.00,61.41
9s 7h 4d,8s7s,0.450,57.26,0.00,0.00,11.60,20.83,0.00,0.00,67.57
9s 7h 4d,TsTc,0.035,57.36,0.00,0.00,12.94,12.90,0.00,0.00,74.16
9s 7h 4d,TsTd,0.035,57.53,0.00,0.00,5.54,20.99,0.00,0.00,73.47
9s 7h 4d,TsTh,0.035,57.53,0.00,0.00,9.11,18.55,0.00,0.00,72.34
9s 7h 4d,JsJc,0.130,62.81,0.00,0.00,29.04,33.22,0.00,0.00,37.74
9s 7h 4d,JsJd,0.130,63.03,0.00,0.00,16.12,12.33,0.00,0.00,71.55
9s 7h 4d,JsJh,0.130,63.02,0.00,0.00,16.93,11.99,0.00,0.00,71.09
9s 7h 4d,Js8s,0.020,32.60,0.00,0.00,0.00,40.34,0.00,0.00,59.66
9s 7h 4d,JsTs,0.345,33.48,0.00,0.00,40.20,25.67,0.00,0.00,34.13
9s 7h 4d,QsQc,0.655,71.65,0.00,0.00,50.91,20.10,0.00,0.00,28.98
9s 7h 4d,QsQd,0.655,71.90,0.00,0.00,36.54,17.11,0.00,0.00,46.35
9s 7h 4d,QsQh,0.655,71.90,0.00,0.00,36.88,17.22,0.00,0.00,45.89
9s 7h 4d,Qs6s,0.075,22.67,0.00,0.00,39.05,10.08,0.00,0.00,50.86
9s 7h 4d,Qs8s,0.120,23.18,0.00,0.00,58.99,8.53,0.00,0.00,32.48
9s 7h 4d,QsTs,0.345,23.49,0.00,0.00,54.13,17.39,0.00,0.00,28.48
9s 7h 4d,QsJs,0.650,23.30,0.00,0.00,45.91,18.83,0.00,0.00,35.26
9s 7h 4d,KsJc,0.170,21.18,0.00,0.00,5.08,0.19,0.00,0.00,94.73
9s 7h 4d,KsQc,0.240,24.19,0.00,0.00,26.83,12.80,0.00,0.00,60.37
9s 7h 4d,KsKc,1.000,79.60,0.00,0.00,45.76,17.57,0.00,0.00,36.67
9s 7h 4d,KsJd,0.170,21.34,0.00,0.00,0.00,1.23,0.00,0.00,98.77
9s 7h 4d,KsQd,0.240,24.36,0.00,0.00,33.32,19.49,0.00,0.00,47.19
9s 7h 4d,KsKd,1.000,79.85,0.00,0.00,50.60,16.94,0.00,0.00,32.46
9s 7h 4d,KsJh,0.170,21.34,0.00,0.00,0.00,0.65,0.00,0.00,99.35
9s 7h 4d,KsQh,0.240,24.35,0.00,0.00,33.15,18.74,0.00,0.00,48.11
9s 7h 4d,KsKh,1.000,79.84,0.00,0.00,50.57,17.09,0.00,0.00,32.34
9s 7h 4d,Ks3s,0.100,20.62,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,Ks4s,0.310,50.32,0.00,0.00,17.41,13.69,0.00,0.00,68.91
9s 7h 4d,Ks5s,0.120,21.86,0.00,0.00,67.42,0.00,0.00,0.00,32.58
9s 7h 4d,Ks6s,0.065,23.53,0.00,0.00,52.16,9.84,0.00,0.00,38.00
9s 7h 4d,Ks7s,0.140,56.76,0.00,0.00,8.50,37.47,0.00,0.00,54.03
9s 7h 4d,KsTs,0.400,24.30,0.00,0.00,59.32,12.78,0.00,0.00,27.91
9s 7h 4d,KsJs,0.100,25.23,0.00,0.00,73.55,26.45,0.00,0.00,0.00
9s 7h 4d,KsQs,0.170,28.29,0.00,0.00,69.79,15.12,0.00,0.00,15.09
9s 7h 4d,As4c,0.045,47.84,0.00,0.00,29.42,26.69,0.00,0.00,43.89
9s 7h 4d,As5c,0.135,25.48,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,As8c,0.090,27.58,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,As9c,0.020,59.37,0.00,0.00,6.44,56.34,0.00,0.00,37.22
9s 7h 4d,AsTc,0.140,28.87,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AsJc,0.005,31.94,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AsKc,0.575,43.24,0.00,0.00,20.35,14.53,0.00,0.00,65.12
9s 7h 4d,AsAc,1.000,84.99,0.00,0.00,41.84,22.80,0.00,0.00,35.37
9s 7h 4d,As5d,0.135,25.60,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,As8d,0.090,27.68,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,As9d,0.020,59.50,0.00,0.00,0.00,34.32,0.00,0.00,65.68
9s 7h 4d,AsTd,0.140,29.02,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AsJd,0.005,32.15,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AsKd,0.575,43.49,0.00,0.00,31.56,17.51,0.00,0.00,50.92
9s 7h 4d,AsAd,1.000,85.43,0.00,0.00,43.25,18.15,0.00,0.00,38.60
9s 7h 4d,As4h,0.045,47.95,0.00,0.00,11.33,20.08,0.00,0.00,68.60
9s 7h 4d,As5h,0.135,25.60,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,As8h,0.090,27.63,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,As9h,0.020,59.50,0.00,0.00,0.00,37.92,0.00,0.00,62.08
9s 7h 4d,AsTh,0.140,29.02,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AsJh,0.005,32.15,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,AsKh,0.575,43.48,0.00,0.00,31.41,17.77,0.00,0.00,50.82
9s 7h 4d,AsAh,1.000,85.42,0.00,0.00,43.48,17.93,0.00,0.00,38.60
9s 7h 4d,As2s,0.320,26.45,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 4d,As3s,0.245,27.73,0.00,0.00,34.38,0.00,0.00,0.00,65.62
9s 7h 4d,As4s,0.165,50.57,0.00,0.00,0.00,15.44,0.00,0.00,84.56
9s 7h 4d,As5s,0.190,29.26,0.00,0.00,65.29,15.62,0.00,0.00,19.10
9s 7h 4d,As7s,0.030,56.62,0.00,0.00,0.00,38.98,0.00,0.00,61.02
9s 7h 4d,As8s,0.060,31.05,0.00,0.00,66.54,18.06,0.00,0.00,15.40
9s 7h 4d,AsTs,0.175,32.58,0.00,0.00,60.34,12.09,0.00,0.00,27.57
9s 7h 4d,AsJs,0.255,35.61,0.00,0.00,15.29,25.37,0.00,0.00,59.35
9s 7h 4d,AsQs,0.525,39.61,0.00,0.00,25.44,15.29,0.00,0.00,59.27
9s 7h 4d,AsKs,1.000,46.20,0.00,0.00,17.63,18.17,0.00,0.00,64.20
9s 7h 5h,5c4c,0.300,44.06,0.00,0.00,10.95,16.47,4.87,0.00,67.71
9s 7h 5h,6c5c,0.525,51.45,0.00,0.00,5.06,23.07,8.27,0.02,63.58
9s 7h 5h,7c6c,0.420,55.25,0.00,0.00,21.08,27.52,5.95,0.00,45.45
9s 7h 5h,8c7c,0.450,57.23,0.00,0.00,18.10,18.07,4.18,0.00,59.65
9s 7h 5h,9c8c,0.225,59.42,0.00,0.00,42.23,6.23,0.00,0.00,51.54
9s 7h 5h,Tc9c,0.380,54.89,0.00,0.00,19.70,13.53,2.78,0.00,63.98
9s 7h 5h,Jc8c,0.020,37.87,0.00,0.00,0.00,29.14,22.60,0.00,48.27
9s 7h 5h,Jc9c,0.050,54.83,0.00,0.00,33.99,26.29,0.00,0.00,39.72
9s 7h 5h,JcTc,0.345,28.40,0.00,0.00,12.12,39.46,7.40,0.02,41.00
9s 7h 5h,Qc6c,0.075,27.64,0.00,0.00,47.60,24.06,1.03,0.00,27.31
9s 7h 5h,Qc8c,0.120,27.96,0.00,0.00,24.01,41.81,8.45,0.00,25.73
9s 7h 5h,Qc9c,0.125,54.61,0.00,0.00,46.50,34.23,1.22,0.00,18.05
9s 7h 5h,QcTc,0.345,18.23,0.00,0.00,1.33,5.42,1.37,0.00,91.89
9s 7h 5h,QcJc,0.650,18.35,0.00,0.00,0.00,0.63,0.13,0.00,99.24
9s 7h 5h,Kc3c,0.100,15.73,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,Kc4c,0.310,15.80,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,Kc5c,0.120,44.88,0.00,0.00,0.00,0.00,4.86,0.00,95.14
9s 7h 5h,Kc6c,0.065,28.36,0.00,0.00,63.78,13.52,0.00,0.00,22.70
9s 7h 5h,Kc7c,0.140,50.51,0.00,0.00,24.78,8.66,6.30,0.00,60.26
9s 7h 5h,Kc9c,0.010,54.35,0.00,0.00,100.00,0.00,0.00,0.00,0.00
9s 7h 5h,KcTc,0.400,19.02,0.00,0.00,0.39,8.46,0.24,0.00,90.90
9s 7h 5h,KcJc,0.100,20.19,0.00,0.00,0.00,10.09,0.73,0.00,89.17
9s 7h 5h,KcQc,0.170,22.93,0.00,0.00,54.43,31.90,1.98,0.00,11.69
9s 7h 5h,KcJd,0.170,19.83,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,KcQd,0.240,22.44,0.00,0.00,15.14,4.19,2.00,0.03,78.64
9s 7h 5h,KcJh,0.170,23.54,0.00,0.00,51.24,17.04,0.84,0.00,30.88
9s 7h 5h,KcQh,0.240,26.44,0.00,0.00,47.13,19.08,2.31,0.00,31.48
9s 7h 5h,KcJs,0.170,19.98,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,KcQs,0.240,22.60,0.00,0.00,5.55,11.02,3.13,0.00,80.29
9s 7h 5h,Ac2c,0.320,20.75,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,Ac3c,0.245,22.04,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,Ac4c,0.165,22.23,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,Ac5c,0.190,45.39,0.00,0.00,1.87,14.63,14.43,0.03,69.04
9s 7h 5h,Ac7c,0.030,50.10,0.00,0.00,0.00,1.30,2.02,0.00,96.68
9s 7h 5h,Ac8c,0.060,33.22,0.00,0.00,43.13,29.02,0.00,0.00,27.85
9s 7h 5h,Ac9c,0.075,54.16,0.00,0.00,72.86,13.73,0.00,0.00,13.41
9s 7h 5h,AcTc,0.175,25.67,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,AcJc,0.255,28.52,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,AcQc,0.525,32.06,0.00,0.00,8.41,6.80,0.87,0.00,83.92
9s 7h 5h,AcKc,1.000,38.33,0.00,0.00,1.76,4.08,0.59,0.00,93.57
9s 7h 5h,Ac4d,0.045,22.12,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,Ac5d,0.135,45.34,0.00,0.00,0.00,5.33,0.00,0.00,94.67
9s 7h 5h,Ac8d,0.090,33.19,0.00,0.00,43.01,33.97,0.11,0.00,22.91
9s 7h 5h,Ac9d,0.020,54.16,0.00,0.00,71.85,16.11,0.00,0.00,12.03
9s 7h 5h,AcTd,0.140,25.26,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,AcJd,0.005,28.15,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,AcKd,0.575,38.34,0.00,0.00,2.49,2.73,1.33,0.00,93.45
9s 7h 5h,Ac4h,0.045,24.77,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9s 7h 5h,Ac8h,0.090,35.52,0.00,0.00,26.06,31.10,1.60,0.00,41.24
9s 7h 5h,Ac9h,0.020,56.51,0.00,0.00,13.57,5.97,0.00,0.00,80.46
9s 7h 5h,AcTh,0.140,28.54,0.00,0.00,51.81,12.60,0.65,0.00,34.94
9s 7h 5h,AcJh,0.005,31.94,0.00,0.00,18.03,32.05,11.98,0.00,37.94
9s 7h 5h,AcKh,0.575,42.64,0.00,0.00,25.42,38.72,8.49,0.01,27.37
9s 7h 5h,Ac4s,0.045,22.22,0.00,0.00,0.00,0.00,0.00,0.00,100.00
